,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c244441_g1_i1|m.32200,4.9999,0,5.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7412,6.1926,0,0,5.4909,10.7473,5.5342,0,0,5.4106,5.5389,5.2543,0,5.5425,5.7278,0,0,lcl|c244441_g1_i1|m.32200
lcl|c213160_g2_i5|m.2982,63.6703,284.2547,147.8119,127.1519,203.3633,167.3848,392.9124,132.4258,80.8145,158.7105,267.956,196.4704,187.2514,572.3274,157.2057,188.5536,192.4406,134.5647,110.4026,108.9066,332.9058,167.8165,273.7198,169.1382,169.3165,189.9948,482.3017,14.107,107.0561,515.1475,211.7408,160.4679,204.8157,138.7855,lcl|c213160_g2_i5|m.2982
lcl|c244452_g2_i2|m.32209,4.4172,24.6508,10.2547,8.8214,15.1164,4.8386,4.6998,0,18.6888,0,4.6475,0,0,0,0,4.3604,14.3045,20.7459,5.471,26.9842,0,9.7021,9.4949,14.6678,5.3394,5.0697,14.3402,4.8935,0,0,0,0,16.3955,0,lcl|c244452_g2_i2|m.32209
lcl|c244474_g3_i1|m.32253,92.2618,57.2085,71.3959,76.7709,128.6323,106.6771,92.7106,23.6904,130.1164,121.9593,124.035,124.2724,63.776,0,63.2778,80.9555,99.5919,126.3837,82.5292,106.4604,140.3808,118.2104,55.0883,102.1212,111.5224,82.3587,55.4669,113.5655,113.1159,82.942,85.229,46.9752,88.7832,106.1404,lcl|c244474_g3_i1|m.32253
lcl|c244484_g2_i1|m.32270,0,3.7127,3.8612,0,3.7945,7.2875,3.5393,3.8437,3.5185,3.769,0,3.6659,3.7627,0,0,0,3.5907,7.8115,4.12,0,0,3.6531,0,3.6819,4.0209,11.4534,0,7.3702,6.9914,0,0,0,4.1156,10.8763,lcl|c244484_g2_i1|m.32270
lcl|c244488_g3_i1|m.32282,3.7818,8.4419,8.7795,18.881,25.8838,0,4.0237,0,0,4.2849,7.9579,4.1678,0,0,0,7.4663,4.0823,0,0,0,14.1239,0,48.7742,0,4.5713,4.3404,4.0925,0,0,26.2269,0,8.6648,0,0,lcl|c244488_g3_i1|m.32282
lcl|c244489_g1_i1|m.32283,12.9362,4.8128,10.0105,8.6113,4.9188,4.7234,9.1758,0,0,0,4.5368,4.7521,4.8775,0,8.8723,21.283,9.3093,5.063,10.6814,21.0734,32.2086,9.4711,41.7097,19.0914,5.2122,24.745,4.6663,4.777,13.5944,14.9521,43.0204,9.8797,10.6701,4.6996,lcl|c244489_g1_i1|m.32283
lcl|c244503_g2_i1|m.32303,0,0,0,6.7533,0,7.4085,0,0,0,0,14.2317,7.4535,0,0,0,13.3526,0,7.9411,8.3767,0,0,7.4276,0,0,0,0,0,7.4925,0,7.8173,7.4973,0,0,0,lcl|c244503_g2_i1|m.32303
lcl|c244508_g1_i1|m.32310,53.7349,73.3023,55.443,47.6936,88.5391,58.8606,57.1726,62.0898,25.2607,47.3542,62.8175,46.059,54.028,0,61.4235,53.0437,51.5592,63.0926,59.1587,51.0624,66.8947,59.0124,25.6675,52.8686,57.7356,54.8196,77.5317,85.9853,87.8409,41.4059,79.4222,61.5581,44.3219,45.5501,lcl|c244508_g1_i1|m.32310
lcl|c272541_g1_i1|m.32419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4212,11.9185,13.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9381,0,lcl|c272541_g1_i1|m.32419
lcl|c65293_g1_i1|m.32646,4.137,41.556,4.802,4.1308,4.7191,9.0631,17.6064,0,8.7515,18.7494,39.1733,13.6774,4.6795,0,4.256,12.2512,4.4656,72.8608,51.2383,20.2176,10.3002,18.173,0,27.4742,5.0006,0,13.4303,13.7489,0,23.9082,18.3437,0,10.2368,40.5789,lcl|c65293_g1_i1|m.32646
lcl|c81884_g1_i1|m.32679,18.1106,0,63.0664,27.1257,154.9434,0,0,0,0,359.1025,76.2186,0,20.4856,0,102.4748,44.6942,0,0,0,55.3176,11.273,29.834,87.5903,30.069,142.2943,41.5715,0,0,0,52.3324,30.1143,103.7368,0,365.1601,lcl|c81884_g1_i1|m.32679
lcl|c213262_g2_i4|m.3006,7.6885,0,26.7735,0,8.7704,8.4219,8.1803,8.8839,0,8.7114,16.1785,8.4731,8.6967,0,0,7.5896,16.5987,0,19.0452,9.3936,9.5714,8.4436,8.2632,0,0,8.8241,8.32,8.5174,8.0797,8.8866,25.5687,17.6157,0,8.3795,lcl|c213262_g2_i4|m.3006
lcl|c89067_g1_i1|m.32704,0,0,0,0,0,0,0,0,0,2.6459,0,0,0,0,2.4024,0,0,0,0,0,2.9071,0,0,0,0,0,5.054,0,0,0,0,0,0,0,lcl|c89067_g1_i1|m.32704
lcl|c98777_g1_i1|m.32741,0,0,0,14.0306,0,0,14.9503,0,0,0,0,0,0,0,0,0,0,32.9967,0,0,34.9852,0,0,0,0,32.2538,0,0,0,16.2411,0,0,0,0,lcl|c98777_g1_i1|m.32741
lcl|c169738_g3_i1|m.502,0,0,0,2.7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1054,3.3337,0,0,0,0,0,0,0,0,0,lcl|c169738_g3_i1|m.502
lcl|c185981_g1_i2|m.719,0,5.9843,0,16.0613,6.1162,5.8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.443,0,0,0,0,0,0,0,6.6337,0,lcl|c185981_g1_i2|m.719
lcl|c188073_g1_i1|m.763,12.1187,0,7.0334,12.1007,0,0,6.447,0,0,0,6.3752,6.6777,0,0,18.701,5.9814,0,7.1145,7.5048,14.8062,7.5433,6.6544,0,0,0,6.9543,0,6.7126,12.7353,14.0072,6.7169,13.883,0,13.2078,lcl|c188073_g1_i1|m.763
lcl|c195747_g2_i1|m.945,3259.9169,2801.6142,2062.2718,1415.9634,1803.5416,2874.555,2584.0088,3013.4228,1913.6867,1551.3229,1526.2773,1670.5597,1438.0904,3357.6541,1995.464,2252.5876,2128.9431,2239.1573,2382.1722,1832.12,1197.1927,1772.1422,2277.3486,3139.2048,2068.7397,1122.4311,2275.3616,2221.0004,3185.9899,1243.4189,1770.7181,1251.0659,1572.9844,1865.2773,lcl|c195747_g2_i1|m.945
lcl|c243887_g1_i1|m.31460,0,0,0,3.7675,0,0,0,0,0,0,0,0,0,0,3.8816,3.7245,0,0,0,0,4.6971,4.1436,0,0,4.5607,4.3304,4.083,0,0,4.361,0,4.3224,4.6682,0,lcl|c243887_g1_i1|m.31460
lcl|c201441_g1_i1|m.1204,4.0546,13.5763,0,12.1459,9.2504,8.8828,4.314,4.685,4.2887,9.1881,8.5319,0,0,0,0,4.0025,0,14.2822,10.0437,0,5.0476,13.3585,0,4.4879,24.5053,9.3071,4.3877,17.9671,17.0438,14.0595,4.4947,13.9348,0,4.419,lcl|c201441_g1_i1|m.1204
lcl|c202129_g1_i1|m.1242,90.0982,155.4116,171.135,122.6792,186.8665,251.2174,200.4391,198.7496,103.9623,129.9265,129.2652,162.4795,101.9134,0,134.823,145.5369,141.4639,192.3427,162.3148,220.1586,101.9668,143.923,132.0457,163.1886,108.9071,94.006,203.8616,235.9195,120.5054,189.3435,127.1154,84.4491,81.0712,98.196,lcl|c202129_g1_i1|m.1242
lcl|c213278_g3_i2|m.3010,4.9694,0,11.5365,14.8861,17.006,21.7736,5.2873,0,5.2562,5.6305,5.2284,16.4296,11.2421,0,15.3371,0,5.3642,17.5044,6.1548,18.2143,12.3728,16.3723,5.3409,11.0009,6.0068,5.7034,21.5103,27.5258,10.4445,0,5.5087,17.0786,6.1483,10.832,lcl|c213278_g3_i2|m.3010
lcl|c202472_g1_i1|m.1259,1912.0666,5440.1973,1964.7614,1987.4818,2306.2734,2746.8275,3351.7408,2499.1127,2221.3619,2006.6333,1632.4703,2469.9136,3173.3011,5987.4251,2692.651,2428.9578,3146.7214,2355.458,3862.877,2929.707,1599.899,2839.9715,2391.8898,6245.1025,2671.1748,917.3715,3273.2915,2378.6511,4595.1777,1938.3132,2710.2829,1400.4469,1939.0834,2169.3243,lcl|c202472_g1_i1|m.1259
lcl|c202894_g5_i1|m.1285,188.0721,225.4601,210.2214,27.8213,0,0,274.2165,354.1416,154.7217,15.7847,80.6158,61.412,78.7908,0,236.4803,192.5289,195.4952,0,0,8.5104,69.3723,22.9493,194.6452,231.3001,210.4945,39.9726,0,46.2998,0,8.0511,30.8864,15.9595,51.7089,7.5917,lcl|c202894_g5_i1|m.1285
lcl|c203483_g1_i2|m.1328,30.5236,0,21.2583,12.1913,13.9275,0,6.4953,7.0539,25.8283,27.6676,19.2687,26.9109,20.7158,0,12.5608,18.0786,13.1795,7.1678,15.122,0,7.5998,20.1128,13.1221,6.7571,22.1374,21.0193,6.6062,6.7629,12.8307,21.1682,27.069,20.9805,7.553,13.3068,lcl|c203483_g1_i2|m.1328
lcl|c204986_g3_i2|m.1414,17.8463,13.2791,69.0508,29.6997,27.1434,78.1944,6.3293,6.8737,25.1685,47.1814,75.1059,13.1117,13.4577,0,12.2399,35.2334,25.6855,27.9388,58.9428,21.804,44.4337,45.731,6.3935,32.9223,43.1437,40.9646,45.0618,72.4913,43.7602,34.379,52.7549,34.0741,58.8802,58.3507,lcl|c204986_g3_i2|m.1414
lcl|c205358_g1_i2|m.1452,0,0,5.241,0,0,4.9458,0,0,0,0,0,0,0,0,0,0,0,0,5.5922,0,11.2418,4.9586,0,0,5.4577,5.182,0,5.0019,14.2346,0,0,15.5174,0,0,lcl|c205358_g1_i2|m.1452
lcl|c206427_g2_i4|m.1541,52.5793,78.2465,81.376,96.2526,49.9818,124.7887,46.6192,50.6287,92.6904,99.291,73.7599,144.863,69.3868,0,63.1077,112.4564,122.9728,61.7358,21.7074,64.2398,109.0936,67.3672,103.6015,38.7987,95.3336,70.4034,66.3813,38.8321,18.4183,70.902,67.9999,90.3514,97.5797,114.61,lcl|c206427_g2_i4|m.1541
lcl|c206727_g2_i2|m.1580,0,0,7.8506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c206727_g2_i2|m.1580
lcl|c206859_g1_i1|m.1600,0,0,0,90.4191,142.0315,78.5262,64.2309,26.1582,43.8992,42.7503,31.7577,62.3716,17.0713,0,42.6978,55.8677,52.9466,39.871,70.0969,0,0,0,64.8817,121.1113,114.0178,77.9466,40.8298,29.2589,0,0,0,103.7368,93.3633,139.8136,lcl|c206859_g1_i1|m.1600
lcl|c236885_g1_i5|m.22663,3.747,0,0,0,0,0,3.9867,8.6593,0,0,0,0,4.2384,0,15.4194,0,8.0895,0,0,4.578,0,4.115,0,0,0,25.803,0,0,0,0,0,0,0,0,lcl|c236885_g1_i5|m.22663
lcl|c236885_g1_i7|m.22665,3.9755,0,0,0,4.5349,0,0,0,0,0,0,0,0,0,0,0,0,4.6678,0,9.7143,9.8982,4.366,0,0,0,0,0,0,0,0,0,0,0,4.3328,lcl|c236885_g1_i7|m.22665
lcl|c236885_g1_i3|m.22659,0,20.8627,17.3577,0,0,0,0,0,0,0,0,0,4.2287,0,0,14.7614,8.0709,0,0,0,0,4.1056,0,0,0,0,0,24.849,0,0,0,0,0,0,lcl|c236885_g1_i3|m.22659
lcl|c207332_g2_i2|m.1633,0,117.0265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.7117,594.9373,633.9843,480.4652,471.7302,238.9383,lcl|c207332_g2_i2|m.1633
lcl|c207917_g13_i1|m.1708,0,0,0,0,0,0,0,0,0,41.973,0,0,0,0,0,0,26.6584,391.4611,152.9386,0,0,0,0,0,0,14.1721,0,82.0769,0,0,0,0,0,0,lcl|c207917_g13_i1|m.1708
lcl|c182463_g1_i1|m.663,33.7233,62.7321,65.2411,101.02,89.7603,49.2535,59.8012,155.8667,71.3397,38.2099,70.9621,24.7766,50.8608,0,80.9519,44.386,84.9393,13.1987,41.7681,54.9361,83.9644,61.7256,48.3257,62.2117,67.9389,64.5075,60.8223,87.1713,35.4393,103.9431,62.3054,0,97.3554,36.7542,lcl|c182463_g1_i1|m.663
lcl|c213306_g2_i1|m.3016,8.0294,0,0,8.0175,18.3184,8.7953,8.543,9.2778,0,0,0,0,0,0,8.2604,7.9261,0,9.4276,0,0,29.9873,8.8179,8.6296,0,9.7056,27.6461,0,0,0,0,0,0,19.8684,0,lcl|c213306_g2_i1|m.3016
lcl|c208130_g1_i1|m.1735,130.9204,87.6737,129.1722,26.1453,67.2044,100.3861,48.7536,75.6381,55.3909,118.6707,82.6467,21.6422,51.8311,0,26.9375,64.6181,42.3966,153.7196,105.3987,95.9728,89.6407,71.8893,35.1768,72.4555,23.7377,97.668,85.0046,116.0284,110.0657,45.3968,101.5903,44.9943,24.2969,85.6123,lcl|c208130_g1_i1|m.1735
lcl|c208140_g2_i1|m.1739,14.773,21.9847,11.432,44.2535,33.7037,16.1822,47.1544,45.52,52.0859,39.0565,15.5431,32.5613,11.1402,0,25.3302,24.305,42.5246,5.7819,6.0991,36.0985,36.782,10.816,21.1699,5.4506,0,0,37.3019,16.3658,0,56.9175,5.4588,5.6413,36.5555,5.3669,lcl|c208140_g2_i1|m.1739
lcl|c209131_g1_i2|m.1905,0,7.4254,0,6.643,7.5891,0,7.0785,0,0,0,0,7.3318,0,0,0,6.5673,0,7.8115,0,0,8.2822,7.3063,7.1502,0,8.0417,22.9068,0,0,6.9914,23.069,7.3749,15.243,8.2312,0,lcl|c209131_g1_i2|m.1905
lcl|c209570_g1_i3|m.2003,29.8527,13.3277,6.9304,23.8468,0,6.5401,63.5251,68.9886,37.891,20.2946,37.6905,46.059,40.521,22.362,36.8541,29.4687,51.5592,0,7.3948,7.2946,66.8947,19.6708,38.5012,0,57.7356,54.8196,0,6.6143,25.0974,75.9108,59.5667,61.5581,36.9349,26.0286,lcl|c209570_g1_i3|m.2003
lcl|c209946_g1_i6|m.2078,0,0,0,15.7251,0,8.6253,0,0,0,0,0,0,0,0,0,0,0,0,9.7526,0,0,8.6475,0,0,0,18.0746,0,0,0,0,0,9.0206,0,0,lcl|c209946_g1_i6|m.2078
lcl|c210031_g1_i2|m.2100,22.6383,8.4224,8.7592,45.2096,34.4319,74.3932,72.2598,34.8776,47.8901,8.5501,7.9394,24.9486,25.607,0,23.2897,22.3471,32.5825,17.7205,18.6925,18.4392,46.9708,8.2872,32.4409,41.7625,45.6071,51.9644,16.3319,66.8775,0,8.7221,50.1904,43.2237,56.018,32.8973,lcl|c210031_g1_i2|m.2100
lcl|c210253_g1_i2|m.2149,435.1831,556.3665,257.164,339.7301,342.9816,338.0198,816.6054,813.6973,602.5778,457.2207,432.892,357.5162,402.7512,29.6351,480.2659,265.5616,418.5116,668.9043,725.1964,261.0133,285.6557,338.8916,297.6371,621.8155,430.3897,354.1651,453.8051,508.3985,690.1481,283.5097,350.8457,226.6095,509.0564,457.049,lcl|c210253_g1_i2|m.2149
lcl|c243393_g3_i1|m.30930,376.1443,478.131,303.2039,354.7212,309.8869,274.6828,544.7274,507.0663,442.0621,603.7658,241.8475,426.0457,319.1029,821.8034,333.2223,257.8511,473.7,527.5244,504.6975,268.0778,767.4312,378.6629,314.4268,474.1652,593.5944,407.7207,373.1213,393.5481,483.125,241.5344,416.9666,359.089,685.1428,466.8887,lcl|c243393_g3_i1|m.30930
lcl|c223677_g1_i1|m.9303,158.4682,168.4472,131.3884,218.5129,129.1195,115.7228,152.5484,52.3164,255.4136,171.0012,119.0915,108.1107,136.5708,0,131.9751,74.4903,179.204,132.9034,130.8475,101.4157,131.5183,107.734,64.8817,66.82,182.4285,173.2147,73.4936,91.9565,309.2732,104.6649,100.3808,129.671,280.0898,230.2811,lcl|c223677_g1_i1|m.9303
lcl|c224624_g4_i1|m.10025,24.4494,72.7692,47.2998,56.964,55.7796,53.5631,95.3829,113.0034,34.4808,64.6385,51.4475,71.852,73.7482,0,100.6116,48.2697,35.1891,76.5524,70.6576,39.8287,101.457,53.7013,61.3132,108.2484,49.2557,74.8287,35.2769,54.1707,42.8224,56.519,54.2057,56.0179,50.4162,53.2936,lcl|c224624_g4_i1|m.10025
lcl|c224624_g2_i1|m.10023,31.4968,26.3657,18.2801,0,26.9467,34.5012,41.8897,0,58.3009,26.7654,49.7078,34.7111,44.534,0,16.2016,54.4103,50.9988,0,0,67.3432,68.6183,51.8853,42.3142,0,0,81.3356,59.647,34.8926,49.6492,9.1013,34.9151,54.1236,48.7113,34.3276,lcl|c224624_g2_i1|m.10023
lcl|c235513_g2_i1|m.20994,73.4817,74.5586,62.0325,86.7134,68.5815,43.9042,35.5376,30.8752,42.3945,83.258,42.1701,29.4476,22.6685,0,13.7448,52.7538,21.6327,47.0609,82.7373,73.4546,24.9484,36.6812,21.5386,88.7282,56.5229,84.3357,43.3733,59.203,91.2609,38.6059,74.0514,53.569,24.7948,80.0861,lcl|c235513_g2_i1|m.20994
lcl|c222682_g3_i7|m.8525,99.6481,87.3866,66.0958,149.2508,73.0738,93.5601,113.5961,164.4881,127.9857,112.9056,67.3985,156.8822,120.7667,0,292.9014,91.3401,192.0805,100.287,141.0508,52.1773,88.6087,125.0685,68.8483,118.1752,111.847,114.3671,107.8334,102.5065,142.1182,98.7232,78.902,114.1558,70.4505,124.1191,lcl|c222682_g3_i7|m.8525
lcl|c229067_g1_i6|m.13938,41.7938,31.0979,24.2563,55.6425,63.5665,45.7805,29.645,56.3407,22.1031,31.5695,7.3287,38.3825,55.1536,0,28.6643,20.6281,15.0381,24.536,25.8819,59.5728,34.6862,45.8985,44.9181,46.26,33.6791,31.9781,15.0756,15.4333,21.9602,8.0511,30.8864,39.8988,8.6181,15.1834,lcl|c229067_g1_i6|m.13938
lcl|c235115_g6_i1|m.20588,0,0,51.8354,29.7268,42.4503,0,79.1888,51.5997,0,16.8659,15.6614,49.2137,33.675,0,15.3138,0,24.1022,17.4777,0,0,18.531,57.216,31.9965,16.4762,0,34.1684,24.1623,24.7355,23.4644,34.4104,41.2524,25.5789,27.6253,0,lcl|c235115_g6_i1|m.20588
lcl|c244515_g4_i1|m.32348,7.5113,16.7671,17.4377,15.0004,8.5683,8.2278,0,0,23.8347,17.0213,7.9028,8.2779,16.9927,0,7.7275,7.4147,16.2162,17.6388,46.5159,27.5314,18.7018,16.4981,32.2914,0,9.0794,43.1041,0,8.3212,39.4677,17.3638,16.653,25.8147,46.4665,16.3729,lcl|c244515_g4_i1|m.32348
lcl|c231210_g4_i4|m.16042,0,0,0,24.1714,0,0,0,0,0,9.1426,0,0,0,0,0,7.9653,8.7102,0,0,0,0,8.8616,0,0,0,0,0,0,0,9.3266,8.9448,0,0,0,lcl|c231210_g4_i4|m.16042
lcl|c219953_g4_i1|m.6659,0,9.0509,0,8.0972,0,8.8828,0,9.3701,0,18.3762,8.5319,0,0,0,0,0,0,0,0,9.9076,0,0,0,0,9.8021,0,0,17.9671,0,0,8.9893,9.2899,0,0,lcl|c219953_g4_i1|m.6659
lcl|c220204_g2_i2|m.6810,0,0,0,0,0,0,0,0,0,8.9651,0,8.7199,0,0,0,0,0,0,0,0,9.8502,8.6895,0,0,9.5642,18.1623,0,0,0,0,0,0,9.7895,0,lcl|c220204_g2_i2|m.6810
lcl|c222854_g1_i1|m.8663,13.4153,7.4865,0,0,0,0,0,0,7.0948,0,0,7.3922,0,0,0,0,0,7.8758,0,0,0,0,0,0,0,0,0,0,14.0979,0,0,0,0,7.3105,lcl|c222854_g1_i1|m.8663
lcl|c214584_g4_i1|m.3540,6.7633,30.1947,0,0,0,7.4085,0,0,7.1537,0,0,0,0,0,0,20.0289,0,0,0,33.0529,0,0,0,0,16.3504,0,0,0,0,0,0,0,0,7.3712,lcl|c214584_g4_i1|m.3540
lcl|c220736_g3_i1|m.7111,0,0,0,7.8247,8.939,0,0,0,0,0,0,0,0,0,0,7.7355,8.4589,0,0,0,9.7555,8.606,25.2664,0,18.9445,8.9938,0,0,0,9.0575,0,0,0,0,lcl|c220736_g3_i1|m.7111
lcl|c233257_g5_i1|m.18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8502,0,0,0,9.5642,0,0,0,0,0,0,0,0,0,lcl|c233257_g5_i1|m.18320
lcl|c229067_g1_i3|m.13935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6243,lcl|c229067_g1_i3|m.13935
lcl|c226414_g7_i1|m.11461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6527,0,0,lcl|c226414_g7_i1|m.11461
lcl|c210423_g1_i5|m.2178,0,0,13.9117,23.9345,27.343,26.2564,0,13.8485,25.3536,13.5795,0,0,13.5567,0,12.3299,23.6616,12.9372,42.2164,29.6881,14.6429,0,13.1621,0,13.2657,28.9739,27.5106,12.9695,26.5543,37.7845,13.8527,26.5714,54.9195,14.8283,26.1243,lcl|c210423_g1_i5|m.2178
lcl|c210652_g1_i3|m.2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6234,0,8.9836,0,0,95.9343,0,0,0,9.6614,0,0,0,0,lcl|c210652_g1_i3|m.2226
lcl|c210724_g2_i1|m.2253,19.0638,14.185,7.3762,25.3808,28.9953,6.9608,0,0,3.3607,32.4002,16.7146,17.5078,3.594,0,9.8062,21.955,6.8595,7.4612,7.8705,11.6458,19.7772,20.9362,10.2445,7.0337,19.203,21.8797,10.3149,35.1987,23.3729,14.6898,3.5221,29.1191,7.8622,10.3886,lcl|c210724_g2_i1|m.2253
lcl|c244023_g1_i1|m.31634,0,0,0,0.9648,0,2.1167,0,1.1164,1.022,0,0,0,1.0929,0,0,0,0,0,0,0,1.2028,0,0,1.0694,1.1679,0,0,0,0,0,1.071,0,0,0,lcl|c244023_g1_i1|m.31634
lcl|c213355_g3_i1|m.3053,0,0,0,0,0,0,0,0,0,6.5029,0,3.1625,0,0,0,0,0,0,3.5542,3.506,0,0,0,3.1763,3.4687,0,3.1054,0,0,0,0,0,0,0,lcl|c213355_g3_i1|m.3053
lcl|c211001_g1_i6|m.2326,0,0,3.5102,3.0196,3.4496,0,0,0,0,3.4264,3.1817,3.3327,3.4206,0,0,0,0,3.5507,0,0,11.2939,3.321,3.2501,3.3472,0,10.4122,0,0,0,0,3.3522,20.7859,0,0,lcl|c211001_g1_i6|m.2326
lcl|c211022_g1_i7|m.2328,25.8724,19.2511,20.0211,17.2227,9.8377,0,0,0,9.1219,19.543,9.0736,9.5042,19.5101,0,8.8723,17.0264,0,0,10.6814,0,21.4724,9.4711,9.2688,0,31.2735,19.796,9.3325,9.5539,0,9.9681,28.6802,19.7594,32.0103,18.7985,lcl|c211022_g1_i7|m.2328
lcl|c212784_g2_i1|m.2837,46.24,64.5117,26.8368,28.8572,72.5267,56.9821,36.8986,33.3934,61.1362,26.1959,48.6502,57.3287,39.2278,0,29.7316,39.9395,31.196,6.7866,7.1588,0,35.9777,38.086,18.6362,76.7719,34.9331,39.8025,31.2739,44.8221,30.3705,33.4037,44.851,33.1075,28.6049,100.7917,lcl|c212784_g2_i1|m.2837
lcl|c212839_g1_i3|m.2877,45.2766,50.5342,39.4165,39.5584,38.7359,55.7949,90.3247,98.0932,41.9038,51.3004,29.7729,49.8972,44.8123,0,46.5795,44.6942,42.7646,46.5162,63.0872,62.2323,70.4563,68.3697,85.1573,75.1725,75.2518,97.4333,48.9957,62.6976,101.1085,52.3324,56.4642,45.3849,35.0112,49.346,lcl|c212839_g1_i3|m.2877
lcl|c213311_g2_i3|m.3020,2.8646,3.1972,0,0,0,3.1379,0,3.31,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8632,3.0999,3.1734,3.0104,0,0,0,3.5442,0,lcl|c213311_g2_i3|m.3020
lcl|c213314_g8_i4|m.3021,8.8106,16.3895,10.227,14.6626,20.1008,16.085,12.499,16.9675,18.6383,13.3104,9.2698,12.9463,16.61,0,18.1282,8.6972,6.3404,6.8966,7.2749,7.1763,21.9367,16.1265,18.9385,19.5042,24.8497,40.448,19.0686,0,15.4315,16.9727,16.278,16.8222,14.5344,16.0041,lcl|c213314_g8_i4|m.3021
lcl|c213496_g2_i3|m.3109,12.9362,14.4383,45.0474,25.834,14.7565,28.3403,27.5275,29.8951,68.4144,0,13.6105,0,14.6326,0,53.2337,12.7698,55.8558,15.189,0,15.805,48.3129,14.2067,41.7097,57.2743,15.6367,14.847,55.9951,42.9927,27.1889,29.9043,28.6802,29.6391,80.0257,0,lcl|c213496_g2_i3|m.3109
lcl|c213576_g12_i2|m.3138,0,0,0,2.547,0,0,0,0,0,2.8902,0,0,0,0,0,5.036,0,0,0,0,3.1755,0,0,0,3.0833,2.9276,0,0,0,5.8966,0,2.9222,0,2.7801,lcl|c213576_g12_i2|m.3138
lcl|c213677_g1_i4|m.3168,5.7903,12.9253,20.1633,8.6725,6.605,6.3426,18.4821,36.798,3.0622,16.4015,15.2302,9.5718,3.2748,0,11.9138,20.0052,12.5006,16.9965,7.1715,21.2231,18.0208,6.3589,15.5578,16.0226,20.9971,39.8732,15.6647,28.8654,0,10.0389,9.628,43.1162,3.582,18.932,lcl|c213677_g1_i4|m.3168
lcl|c213837_g2_i3|m.3220,25.5346,18.9998,29.6396,29.7462,33.9824,32.632,27.1682,14.7524,40.5127,28.9318,58.2087,18.7603,28.8831,0,48.1605,37.8092,45.9388,19.9876,10.542,20.7983,58.2782,14.0212,9.1478,0,46.2978,53.7282,4.6053,33.0022,22.3616,44.2708,23.5882,43.8782,26.327,37.1061,lcl|c213837_g2_i3|m.3220
lcl|c213419_g4_i1|m.3080,2.8849,0,6.6973,0,0,0,0,0,0,0,0,3.1793,3.2632,0,2.9679,2.8478,3.1141,0,0,0,10.7742,0,0,0,3.4871,0,6.2437,0,0,6.6689,0,0,3.5693,0,lcl|c213419_g4_i1|m.3080
lcl|c213874_g5_i4|m.3261,0,0,0,0,0,0,0,0,0,3.5653,0,0,0,0,0,0,0,0,0,0,7.8345,6.9114,3.3819,0,0,0,0,0,0,0,3.4881,3.6048,0,0,lcl|c213874_g5_i4|m.3261
lcl|c213886_g7_i2|m.3271,0,0,0,1.2056,0,0,0,0,0,0,0,38.5872,5.4628,0,0,0,0,19.8469,16.4494,17.7016,13.5276,18.5634,0,24.0552,26.2697,0,0,0,0,2.7911,0,1.3832,8.9629,6.5795,lcl|c213886_g7_i2|m.3271
lcl|c214164_g1_i8|m.3381,0,2.5989,0,2.3251,0,0,0,0,0,2.6383,0,0,0,0,0,2.2986,2.5135,0,0,0,0,0,0,0,0,5.3449,0,0,0,0,0,0,2.8809,0,lcl|c214164_g1_i8|m.3381
lcl|c214228_g4_i6|m.3409,0,0,1.9525,6.7184,5.7564,12.8979,23.2663,9.7182,0,0,0,7.4151,5.7081,0,1.7305,0,0,9.8752,4.1667,6.1654,4.1881,9.2365,1.8078,1.8619,2.0333,7.7223,14.5622,7.4538,0,0,0,7.708,6.2435,3.6666,lcl|c214228_g4_i6|m.3409
